id,name,smiles
ABTCkM,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,CCCCC[P+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F
ABTCxU,"ethyl(2-hydroxyethyl)dimethylammonium 4-sulfonatooxy-2,2,6,6-tetramethylpiperidine-1-yloxyl",CC1(C)CC(OS(=O)(=O)[O-])CC(C)(C)N1[O].CC[N+](C)(C)CCO
ABTEgB,heptadecanoic acid cyclohexanamine salt (1:1),CCCCCCCCCCCCCCCCC(=O)[O-].[NH3+]C1CCCCC1
ABTEvv,tetrabutylammonium thiophene-2-carboxylate,S1C(=CC=C1)C(=O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
ABTKIM,"2-ethyl-1,3-disulfoimidazolium trifluoroacetate",CCc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F
ABTLdD,"3-butyl-1-methyl-1H-imidazol-3-ium 1,1,2,3,3,3-hexafluoropropane-1-sulfonate",FC(C(C(F)(F)F)F)(S(=O)(=O)[O-])F.C(CCC)[N+]1=CN(C=C1)C
ABTNIO,tetrabutylphosphonium furan-2-carboxylate,O1C(=CC=C1)C(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC
ABTNSA,benzyldimethyldodecylammonium dicyanamide,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[N-]C#N
ABTNsu,(2-ethoxyethyl)tributylphosphonium methanesulfonate,CS(=O)(=O)[O-].C(C)OCC[P+](CCCC)(CCCC)CCCC
ABTWej,tris(2-hydroxypropyl)ammonium acetylsalicylate,CC(=O)Oc1ccccc1C(=O)[O-].CC(O)C[NH+](CC(C)O)CC(C)O
ABTXlU,decyltriethylphosphonium 4-nitropyrazolide,CCCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1
ABTauH,"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium chloride",COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]
ABTebk,3-methyl-1-octylimidazolium trihydrogen diphosphate,CCCCCCCC[n+]1ccn(C)c1.O=P([O-])(O)OP(=O)(O)O
ABTfGp,1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium trifluoroacetate,Cc1ccc[n+](CC(=O)Nc2ccc(C)c(F)c2)c1.O=C([O-])C(F)(F)F
ABTfSv,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
ABTfpt,1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium trifluoroacetate,Cc1cc[n+](CC(=O)Nc2ccc(C)c(F)c2)cc1.O=C([O-])C(F)(F)F
ABTgBz,1-decyl-3-methylimidazolium trifluoromethansulfate,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
ABThEt,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1
ABThXS,N-methyl-N-octylmorpholinium N-acetyl-L-valinate,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCCCCCC[N+]1(C)CCOCC1
ABThZM,1-((hexyloxy)methyl)pyridinium N-cyclohexylsulfamate,CCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1
ABTocP,"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F
ABTqAp,triethyl(2-(methylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,CC[P+](CC)(CC)CCSC.O=S(=O)(F)[N-]S(=O)(=O)F
ABTqhg,1-butyl-3-dodecyl-1H-imidazolium bromide,CCCCCCCCCCCCn1cc[n+](CCCC)c1.[Br-]
ABTrBd,tetrabutylphosphonium L-prolinate,CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1
ABTrek,triethyl(octyl)phosphonium 6-cyanoindazolide,CCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc2cn[n-]c2c1
ABTsYn,N-(tert-butyl)ethanolammonium palmitate,CC(C)(C)[NH2+]CCO.CCCCCCCCCCCCCCCC(=O)[O-]
ABTsnC,N-butylethanolammonium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].CCCC[NH2+]CCO
ABTvvR,"bis(2,2-dimethylheptane-3,5-dionato)copper(II)",O1C(C(C)(C)C)=CC(CC)=[O+][Cu-2]12OC(C(C)(C)C)=CC(CC)=[O+]2
ABTxjM,"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)imidazolium hexafluorophosphate",C[n+]1ccn(CCC(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F
ABTyYr,2-methylpyridinium bis(trifluoromethanesulfonyl)imide,Cc1cccc[nH+]1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABTysK,tributylhexylphosphonium tetrafluoroborate,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F
ABTysS,"1-ethyl-3-methylimidazolium 2,2,3,3,4,4,5,5,5-nonafluoropentanoate",CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABUAIe,"N-adamantyl-N,N,N-trimethylammonium bis(fluorosulfonyl)amide",C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
ABUAfl,"1,1'-(oxybis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",C[N+]1(CCOCC[N+]2(C)CCCC2)CCCC1.N#C[N-]C#N.N#C[N-]C#N
ABUBNX,bis(diethylamino)(dibutylamino)cyclopropenium dicyanamide,[N-](C#N)C#N.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCC)CCCC
ABUBUf,"2,2-dihexyl-1,1,3,3-tetramethylguanidinium tricyanomethanide",C(#N)[C-](C#N)C#N.C(CCCCC)[N+](=C(N(C)C)N(C)C)CCCCCC
ABUBtK,tetrabutylphosphonium tetrahydrofuran-2-carboxylate,O1C(CCC1)C(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC
ABUEqe,tetraphenylphosphonium chloride,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
ABUFEH,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F
ABUHBh,1-(3-boronopropyl)-3-decyl-1H-imidazol-3-ium bromide,CCCCCCCCCC[n+]1ccn(CCCB(O)O)c1.[Br-]
ABUHXv,aluminum trinitrate nonahydrate,[OH2+][Al-3]([OH2+])([OH2+])([OH2+])([OH2+])[OH2+].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O.O.O
ABUINU,1-vinylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(=C)N1C=[NH+]C=C1
ABUJyk,4-dodecylpyridium iodide,CCCCCCCCCCCCc1cc[nH+]cc1.[I-]
ABULCf,tetrabutylphosphonium L-valinate,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC
ABUSAl,fluorescein disodium salt,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+]
ABUSOs,"N,N,N,N',N',N'-hexamethylheptane-1,7-diaminium dibromide",C[N+](C)(C)CCCCCCC[N+](C)(C)C.[Br-].[Br-]
ABUSbT,4-hydroxypyridinium bis[(trifluoromethane)sulfonyl]imide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.Oc1cc[nH+]cc1
ABUSrE,2-hydroxypyridinium bis[(trifluoromethane)sulfonyl]imide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.Oc1cccc[nH+]1
ABUTdy,"1-methyl-1-propylpiperidinium 2-(2,4-dichlorophenoxy)propionate",CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-].CCC[N+]1(C)CCCCC1
ABUUNp,"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2-tetrafluoroethane-1-sulfonate",CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F
ABUVJK,(3-aminopropyl)tributylphosphonium L-valinate,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN
ABUcPZ,"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium hexafluorophosphate",Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C.F[P-](F)(F)(F)(F)F
ABUcca,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABUcyg,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABUddY,triethyl(octyl)phosphonium 4-bromoimidazolide,Brc1c[n-]cn1.CCCCCCCC[P+](CC)(CC)CC
ABUfbJ,tetrabutylphosphonium L-threoninate,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-]
ABUfft,1-octyl-3-methylimidazolium saccharinate,CCCCCCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21
ABUlxC,"4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluoro-1-nonanol",OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABUmVi,"1-ethyl-1,2,4-triazolium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCn1c[nH+]cn1
ABUmcs,"1,3-dimethyl-1,2,3-triazolium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](C)n1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABUnYD,1-dodecyl-3-methylimidazolium iodide,CCCCCCCCCCCC[n+]1ccn(C)c1.[I-]
ABUnmz,tributyl(2-(ethylthio)ethyl)phosphonium tetrafluoroborate,CCCC[P+](CCCC)(CCCC)CCSCC.F[B-](F)(F)F
ABUoPC,N-decyldecan-1-aminium bromide,CCCCCCCCCC[NH2+]CCCCCCCCCC.[Br-]
ABUoQI,ethylhexadecyldimethylammonium bromide,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-]
ABUomC,tetrapentylammonium bromide,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-]
ABUonT,tetraisopentylammonium bromide,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-]
ABUpXr,dodecyltriethylphosphonium 2-cyanopyrrolide,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1
ABUxBz,guanidinium tetraphenylborate,NC(N)=[NH2+].c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
ABUxeZ,3-heptylbenzo[d]thiazol-3-ium hexafluorophosphate,CCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F
ABUxhm,dibutyldiphenylphosphonium bromide,CCCC[P+](CCCC)(c1ccccc1)c1ccccc1.[Br-]
ABUyYx,bis(diethylamino)-S-(1-carboxyethylamino)cyclopropenium methyl sulfate,[O-]S(=O)(=O)OC.c1(N(CC)CC)c(N(CC)CC)[c+]1N[C@H](C(=O)O)C
ABUyal,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1
ABUzVK,tetrabutylphosphonium L-cysteinate,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CS)C(=O)[O-]
ABVFED,"1,2-bis(3-ethylimidazolium-1-yl)ethane dibromide",CCn1cc[n+](CC[n+]2ccn(CC)c2)c1.[Br-].[Br-]
ABVFNt,"1,1'-(butane-1,4-diyl)bis(2-methylimidazolium) bromide",Cc1[nH+]ccn1CCCCn1cc[nH+]c1C.[Br-].[Br-]
ABVFhr,"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.[Br-].[Br-]
ABVFmC,"1,2-bis(2,3-dimethylimidazolium-1-yl)ethane dibromide",Cc1n(C)cc[n+]1CC[n+]1ccn(C)c1C.[Br-].[Br-]
ABVGWJ,N-decyloxymethyl-3-amido-pyridinium tetrafluoroborate,CCCCCCCCCCCOC(=O)Nc1cc[nH+]cc1.F[B-](F)(F)F
ABVIhe,"N,N,N-tri(n-butyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",CCCC[N+](CCCC)(CCCC)CCCC(=O)OCC.[Br-]
ABVIsp,triethyl(octyl)phosphonium 3-methyl-5-(trifluoromethyl)pyrazolide,CC1=N[N-]C(=C1)C(F)(F)F.C(C)[P+](CCCCCCCC)(CC)CC
ABVJBa,"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium dicyanamide",CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N
ABVPJa,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(perfluoropropyl)borate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABVQsw,"1,3-dihydroxyimidazolium bis(trifluoromethylsulfonyl)imide",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.On1cc[n+](O)c1
ABVRPf,3-butyl-1-methylimidazolium bromotrichloroferrate(III),CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Br
ABVRUe,celebrex,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
ABVRnH,"1-butyl-2,3-dimethylimidazolium picrate",CCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1
ABVRzp,lead(2+) dibutanoate,CCCC(=O)[O-].CCCC(=O)[O-].[Pb+2]
ABVTBM,tributyloctylphosphonium dicyanamide,CCCCCCCC[P+](CCCC)(CCCC)(CCCC).[N-](C#N)C#N
ABVTJu,"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-]
ABVYDf,3-methyl-1-octadecylpyridinium chloride,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-]
ABVYec,N-decyldecan-1-aminium chlorate,CCCCCCCCCC[NH2+]CCCCCCCCCC.[O-]Cl(=O)=O
ABVajc,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",CCC(O)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABVbVM,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoroacetate,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=C([O-])C(F)(F)F
ABVbYx,triethylammonium bis(trifluoromethanesulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[NH+](CC)CC
ABVbjk,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABVbyj,butyldimethylammonium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[NH+](C)C
ABVdnS,1-(2-hydroxyethyl)-3-methylimidazolium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].Cn1cc[n+](CCO)c1
ABVhRu,triethyl(octyl)phosphonium 3-chloroindazolide,CCCCCCCC[P+](CC)(CC)CC.Clc1n[n-]c2ccccc12
ABVicP,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoropropyl)borate",CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABVmNY,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium trifluoromethanesulfonate,CCCCCCCCn1cc[n+](CCC#N)c1.O=S(=O)([O-])C(F)(F)F
ABVmqh,"2,3,5-trimethyl-1-octylpyridinium 1,1,1-trifluoromethanesulfonate",CCCCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([O-])C(F)(F)F
ABVnKA,"propyl(2-hydroxyethyl)dimethylammonium 4-sulfonatooxy-2,2,6,6-tetramethylpiperidine-1-yloxyl",CC1(C)CC(OS(=O)(=O)[O-])CC(C)(C)N1[O].CCC[N+](C)(C)CCO
ABVncg,2-isopropoxy-2-oxoethan-1-aminium dodecyl sulfate,CC(C)OC(=O)C[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-]
ABVnng,tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.NCCS(=O)(=O)[O-]
ABVoVR,octadecanoic acid cyclohexanamine salt (1:1),CCCCCCCCCCCCCCCCCC(=O)[O-].[NH3+]C1CCCCC1
ABVrJv,"N,N,N-trimethyl-1-hexadecanaminium perchlorate",CCCCCCCCCCCCCCCC[N+](C)(C)C.[O-]Cl(=O)(=O)=O
ABVuik,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F
ABVvav,choline bis(trifluoromethylsulfonyl)imide,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABVwPg,tributylethylphosphonium diethylphosphate,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC
ABVwkM,1-octyl-4-(dimethylamino)pyridinium trifluoromethanesulfonate,CCCCCCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([O-])C(F)(F)F
ABVwnS,1-hexadecylpyridinium bromide,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
ABVwpS,"N-dodecyl-N,N-dimethylbenzenemethanaminium bromide",CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-]
ABVxJs,"(oxybis(ethane-2,1-diyl)) bis(diethylsulfonium)dicyanamide",CC[S+](CC)CCOCC[S+](CC)CC.N#C[N-]C#N.N#C[N-]C#N
ABWEoc,n-propyltriphenylphosphonium bromide,CCC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-]
ABWEzw,1-ethyl-3-methylpyridinium perfluoropentanoate,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABWFcI,diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABWImM,tetrabutylammonium octanoate,CCCCCCCC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC
ABWIxJ,trihexylammonium hexanoate,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC
ABWLcy,"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-]Cl(=O)(=O)=O
ABWMjY,"1-ethyl-3-methylimidazolium difluorobis(2,2,2-trifluoroacetoxy)borate",CCn1cc[n+](C)c1.O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
ABWPEn,"1-butyl-3-methylimidazolium 1,1,2-trifluoro-2-(trifluoromethoxy)ethanesulfonate",CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F
ABWPZE,"1,1,3,3-tetramethyl-4-ethylguanidinium bromotrichloroferrate(III)",CC[NH+]=C(N(C)C)N(C)C.Cl[Fe-](Cl)(Cl)Br
ABWRLT,1-((heptyloxy)methyl)pyridinium N-cyclohexylsulfamate,CCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1
ABWRfv,tetrabutylphosphonium thiophene-2-carboxylate,S1C(=CC=C1)C(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC
ABWaEc,triethyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,CCSCC[P+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F
ABWagJ,1-hexadecyl-3-methylimidazolium bromide,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-]
ABWbHc,tetrabutylphosphonium (S)-2-methylpyrrolidine-2-carboxylate,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@]1(C(=O)[O-])CCCN1
ABWegb,tribenzylammonium perchlorate,[O-]Cl(=O)(=O)=O.c1ccc(C[NH+](Cc2ccccc2)Cc2ccccc2)cc1
ABWgFa,hexadecafluoroheptane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABWgsb,silver bis(trifluoromethanesulfonyl)amide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Ag+]
ABWiWC,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABWikl,3-butyl-1-methyl-1H-imidazol-3-ium dicyanoaurate(I),CCCC[n+]1ccn(C)c1.N#C[Au-]C#N
ABWkbC,(2-ethoxyethyl)tributylphosphonium trifluoroacetate,FC(C(=O)[O-])(F)F.C(C)OCC[P+](CCCC)(CCCC)CCCC
ABWlcq,tributyl(ethyl)phosphonium benzenesulfonate,C1(=CC=CC=C1)S(=O)(=O)[O-].C(CCC)[P+](CC)(CCCC)CCCC
ABWlnv,triisobutylmethylphosphonium p-toluenesulfonate,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1
ABWmVd,Didecyldimethylammonium nitrate,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=[N+]([O-])[O-]
ABWotl,benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
ABWsuo,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABWtUd,4-dodecyl-1-methylpyridinium iodide,CCCCCCCCCCCCc1cc[n+](C)cc1.[I-]
ABWuFE,Cialis,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
ABWvLJ,tributyl(ethyl)phosphonium pyridine-2-sulfonate,N1=C(C=CC=C1)S(=O)(=O)[O-].C(CCC)[P+](CC)(CCCC)CCCC
ABWxIg,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3
ABXBrc,N-dodecyldodecan-1-aminium chloride,CCCCCCCCCCCC[NH2+]CCCCCCCCCCCC.[Cl-]
ABXCDu,4-(hydroxymethyl)pyridinium bis[(trifluoromethyl)sulfonyl]imide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCc1cc[nH+]cc1
ABXCKY,octamethonium dibromide,C[N+](C)(C)CCCCCCCC[N+](C)(C)C.[Br-].[Br-]
ABXCRi,1-(2-hydroxyethyl)-3-methylimidazolium perfluoropentanoate,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ABXCqq,2-(hydroxymethyl)pyridinium bis[(trifluoromethane)sulfonyl]imide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCc1cccc[nH+]1
ABXDtz,"1-butyl-1-methylpiperidinium 2-(2,4-dichlorophenoxy)propionate",CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-].CCCC[N+]1(C)CCCCC1
ABXEFA,1-hexadecyl-1-methylpyrrolidinium bromide,CCCCCCCCCCCCCCCC[N+]1(C)CCCC1.[Br-]
ABXEWb,1-methyl-3-octylimidazolium gluconate,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
ABXFSB,3-methyl-1-octyl-2-(thiazol-4-yl)benzimidazolium nitrate,CCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=[N+]([O-])[O-]
ABXFrx,(3-aminopropyl)tributylphosphonium L-leucinate,CC(C)C[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN
ABXNFJ,triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br
ABXNZH,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABXODD,3-(2-azido-3-(1-methyl-1H-imidazol-3-ium-3-yl)propyl)-1-vinyl-1H-imidazol-3-ium di(dicyanamide),C=Cn1cc[n+](CC(C[n+]2ccn(C)c2)N=[N+]=[N-])c1.N#C[N-]C#N.N#C[N-]C#N
ABXOns,N-decyl-N-methylmorpholinium trifluoromethanesulfonate,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([O-])C(F)(F)F
ABXPFG,N-dodecyl-N-methylpyrrolidinium salicylate,CCCCCCCCCCCC[N+]1(C)CCCC1.O=C([O-])c1ccccc1O
ABXPPM,3-(2-cyanoethyl)-1-octylimidazolium benzenesulfonate,CCCCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1
ABXPbY,N-methyl-N-octylpyrrolidinium octylphosphonate,CCCCCCCCO[PH](=O)[O-].CCCCCCCC[N+]1(C)CCCC1
ABXSBa,tris(2-hydroxypropyl)ammonium 2-methyl-4-chlorophenoxyacetate,CC(O)C[NH+](CC(C)O)CC(C)O.Cc1cc(Cl)ccc1OCC(=O)[O-]
ABXWAp,"1-ethyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",CCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
ABXYdj,N-pentadecyl-N-methylmorpholinium bromide,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-]
ABXZFX,"N,N,N-trimethyl-1-octadecanaminium bromide",CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
ABXZxh,dodecyltripropylammonium bromide,CCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-]
ABXhhH,N-octylbenzothiazolium hexafluorophosphate,CCCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F
ABXkJl,N-phenylethanolammonium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].OCC[NH2+]c1ccccc1
ABXnJZ,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] tetrafluoroborate",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F
